gamma,tdxy,zdamping,nbadballs
1.25,1.6,2.0,611
1.25,1.7000000000000002,0.1,624
1.25,1.7000000000000002,0.2,624
1.25,1.7000000000000002,0.30000000000000004,624
1.25,1.7000000000000002,0.4,622
1.25,1.7000000000000002,0.5,614
1.25,1.7000000000000002,0.6000000000000001,613
1.25,1.7000000000000002,0.7000000000000001,614
1.25,1.7000000000000002,0.8,611
1.25,1.7000000000000002,0.9,609
1.25,1.7000000000000002,1.0,611
1.25,1.7000000000000002,1.1,610
1.25,1.7000000000000002,1.2000000000000002,611
1.25,1.7000000000000002,1.3,607
1.25,1.7000000000000002,1.4000000000000001,609
1.25,1.7000000000000002,1.5,608
1.25,1.7000000000000002,1.6,608
1.25,1.7000000000000002,1.7000000000000002,612
1.25,1.7000000000000002,1.8,610
1.25,1.7000000000000002,1.9000000000000001,610
1.25,1.7000000000000002,2.0,613
1.25,1.8,0.1,625
1.25,1.8,0.2,628
1.25,1.8,0.30000000000000004,622
1.25,1.8,0.4,622
1.25,1.8,0.5,617
1.25,1.8,0.6000000000000001,616
1.25,1.8,0.7000000000000001,612
1.25,1.8,0.8,611
1.25,1.8,0.9,611
1.25,1.8,1.0,613
1.25,1.8,1.1,610
1.25,1.8,1.2000000000000002,609
1.25,1.8,1.3,609
1.25,1.8,1.4000000000000001,612
1.25,1.8,1.5,613
1.25,1.8,1.6,613
1.25,1.8,1.7000000000000002,613
1.25,1.8,1.8,616
1.25,1.8,1.9000000000000001,612
1.25,1.8,2.0,615
1.25,1.9000000000000001,0.1,626
1.25,1.9000000000000001,0.2,630
1.25,1.9000000000000001,0.30000000000000004,623
1.25,1.9000000000000001,0.4,624
1.25,1.9000000000000001,0.5,616
1.25,1.9000000000000001,0.6000000000000001,616
1.25,1.9000000000000001,0.7000000000000001,614
1.25,1.9000000000000001,0.8,611
1.25,1.9000000000000001,0.9,612
1.25,1.9000000000000001,1.0,615
1.25,1.9000000000000001,1.1,611
1.25,1.9000000000000001,1.2000000000000002,611
1.25,1.9000000000000001,1.3,611
1.25,1.9000000000000001,1.4000000000000001,610
1.25,1.9000000000000001,1.5,612
1.25,1.9000000000000001,1.6,613
1.25,1.9000000000000001,1.7000000000000002,611
1.25,1.9000000000000001,1.8,613
1.25,1.9000000000000001,1.9000000000000001,613
1.25,1.9000000000000001,2.0,613
1.25,2.0,0.1,625
1.25,2.0,0.2,627
1.25,2.0,0.30000000000000004,622
1.25,2.0,0.4,621
1.25,2.0,0.5,616
1.25,2.0,0.6000000000000001,615
1.25,2.0,0.7000000000000001,618
1.25,2.0,0.8,614
1.25,2.0,0.9,616
1.25,2.0,1.0,613
1.25,2.0,1.1,613
1.25,2.0,1.2000000000000002,611
1.25,2.0,1.3,610
1.25,2.0,1.4000000000000001,613
1.25,2.0,1.5,614
1.25,2.0,1.6,615
1.25,2.0,1.7000000000000002,614
1.25,2.0,1.8,612
1.25,2.0,1.9000000000000001,614
1.25,2.0,2.0,618
1.5,0.1,0.1,582
1.5,0.1,0.2,564
1.5,0.1,0.30000000000000004,554
1.5,0.1,0.4,549
1.5,0.1,0.5,547
1.5,0.1,0.6000000000000001,548
1.5,0.1,0.7000000000000001,549
1.5,0.1,0.8,549
1.5,0.1,0.9,547
1.5,0.1,1.0,548
1.5,0.1,1.1,548
1.5,0.1,1.2000000000000002,548
1.5,0.1,1.3,549
1.5,0.1,1.4000000000000001,548
1.5,0.1,1.5,548
1.5,0.1,1.6,548
1.5,0.1,1.7000000000000002,548
1.5,0.1,1.8,548
1.5,0.1,1.9000000000000001,547
1.5,0.1,2.0,547
1.5,0.2,0.1,598
1.5,0.2,0.2,579
1.5,0.2,0.30000000000000004,573
1.5,0.2,0.4,570
1.5,0.2,0.5,568
1.5,0.2,0.6000000000000001,566
1.5,0.2,0.7000000000000001,564
1.5,0.2,0.8,564
1.5,0.2,0.9,564
1.5,0.2,1.0,564
1.5,0.2,1.1,564
1.5,0.2,1.2000000000000002,564
1.5,0.2,1.3,564
1.5,0.2,1.4000000000000001,564
1.5,0.2,1.5,564
1.5,0.2,1.6,563
1.5,0.2,1.7000000000000002,563
1.5,0.2,1.8,563
1.5,0.2,1.9000000000000001,563
1.5,0.2,2.0,562
1.5,0.30000000000000004,0.1,609
1.5,0.30000000000000004,0.2,594
1.5,0.30000000000000004,0.30000000000000004,588
1.5,0.30000000000000004,0.4,579
1.5,0.30000000000000004,0.5,573
1.5,0.30000000000000004,0.6000000000000001,569
1.5,0.30000000000000004,0.7000000000000001,567
1.5,0.30000000000000004,0.8,568
1.5,0.30000000000000004,0.9,567
1.5,0.30000000000000004,1.0,565
1.5,0.30000000000000004,1.1,567
1.5,0.30000000000000004,1.2000000000000002,566
1.5,0.30000000000000004,1.3,567
1.5,0.30000000000000004,1.4000000000000001,565
1.5,0.30000000000000004,1.5,563
1.5,0.30000000000000004,1.6,564
1.5,0.30000000000000004,1.7000000000000002,564
1.5,0.30000000000000004,1.8,565
1.5,0.30000000000000004,1.9000000000000001,565
1.5,0.30000000000000004,2.0,566
1.5,0.4,0.1,612
1.5,0.4,0.2,597
1.5,0.4,0.30000000000000004,591
1.5,0.4,0.4,591
1.5,0.4,0.5,584
1.5,0.4,0.6000000000000001,581
1.5,0.4,0.7000000000000001,578
1.5,0.4,0.8,576
1.5,0.4,0.9,573
1.5,0.4,1.0,573
1.5,0.4,1.1,572
1.5,0.4,1.2000000000000002,573
1.5,0.4,1.3,571
1.5,0.4,1.4000000000000001,573
1.5,0.4,1.5,573
1.5,0.4,1.6,574
1.5,0.4,1.7000000000000002,572
1.5,0.4,1.8,574
1.5,0.4,1.9000000000000001,572
1.5,0.4,2.0,570
1.5,0.5,0.1,616
1.5,0.5,0.2,605
1.5,0.5,0.30000000000000004,601
1.5,0.5,0.4,597
1.5,0.5,0.5,594
1.5,0.5,0.6000000000000001,590
1.5,0.5,0.7000000000000001,588
1.5,0.5,0.8,586
1.5,0.5,0.9,586
1.5,0.5,1.0,584
1.5,0.5,1.1,582
1.5,0.5,1.2000000000000002,581
1.5,0.5,1.3,580
1.5,0.5,1.4000000000000001,577
1.5,0.5,1.5,577
1.5,0.5,1.6,579
1.5,0.5,1.7000000000000002,578
1.5,0.5,1.8,581
1.5,0.5,1.9000000000000001,577
1.5,0.5,2.0,578
1.5,0.6000000000000001,0.1,618
1.5,0.6000000000000001,0.2,613
1.5,0.6000000000000001,0.30000000000000004,605
1.5,0.6000000000000001,0.4,604
1.5,0.6000000000000001,0.5,600
1.5,0.6000000000000001,0.6000000000000001,598
1.5,0.6000000000000001,0.7000000000000001,595
1.5,0.6000000000000001,0.8,595
1.5,0.6000000000000001,0.9,591
1.5,0.6000000000000001,1.0,593
1.5,0.6000000000000001,1.1,590
1.5,0.6000000000000001,1.2000000000000002,590
1.5,0.6000000000000001,1.3,590
1.5,0.6000000000000001,1.4000000000000001,587
1.5,0.6000000000000001,1.5,588
1.5,0.6000000000000001,1.6,588
1.5,0.6000000000000001,1.7000000000000002,588
1.5,0.6000000000000001,1.8,584
1.5,0.6000000000000001,1.9000000000000001,584
1.5,0.6000000000000001,2.0,585
1.5,0.7000000000000001,0.1,618
1.5,0.7000000000000001,0.2,613
1.5,0.7000000000000001,0.30000000000000004,607
1.5,0.7000000000000001,0.4,604
1.5,0.7000000000000001,0.5,604
1.5,0.7000000000000001,0.6000000000000001,600
1.5,0.7000000000000001,0.7000000000000001,600
1.5,0.7000000000000001,0.8,598
1.5,0.7000000000000001,0.9,596
1.5,0.7000000000000001,1.0,599
1.5,0.7000000000000001,1.1,596
1.5,0.7000000000000001,1.2000000000000002,595
1.5,0.7000000000000001,1.3,595
1.5,0.7000000000000001,1.4000000000000001,593
1.5,0.7000000000000001,1.5,591
1.5,0.7000000000000001,1.6,593
1.5,0.7000000000000001,1.7000000000000002,593
1.5,0.7000000000000001,1.8,593
1.5,0.7000000000000001,1.9000000000000001,592
1.5,0.7000000000000001,2.0,590
1.5,0.8,0.1,618
1.5,0.8,0.2,620
1.5,0.8,0.30000000000000004,614
1.5,0.8,0.4,611
1.5,0.8,0.5,606
1.5,0.8,0.6000000000000001,605
1.5,0.8,0.7000000000000001,604
1.5,0.8,0.8,602
1.5,0.8,0.9,601
1.5,0.8,1.0,598
1.5,0.8,1.1,598
1.5,0.8,1.2000000000000002,595
1.5,0.8,1.3,598
1.5,0.8,1.4000000000000001,596
1.5,0.8,1.5,596
1.5,0.8,1.6,598
1.5,0.8,1.7000000000000002,595
1.5,0.8,1.8,596
1.5,0.8,1.9000000000000001,596
1.5,0.8,2.0,592
1.5,0.9,0.1,617
1.5,0.9,0.2,621
1.5,0.9,0.30000000000000004,617
1.5,0.9,0.4,609
1.5,0.9,0.5,606
1.5,0.9,0.6000000000000001,607
1.5,0.9,0.7000000000000001,605
1.5,0.9,0.8,605
1.5,0.9,0.9,602
1.5,0.9,1.0,601
1.5,0.9,1.1,599
1.5,0.9,1.2000000000000002,601
1.5,0.9,1.3,599
1.5,0.9,1.4000000000000001,601
1.5,0.9,1.5,599
1.5,0.9,1.6,597
1.5,0.9,1.7000000000000002,597
1.5,0.9,1.8,602
1.5,0.9,1.9000000000000001,599
1.5,0.9,2.0,597
1.5,1.0,0.1,619
1.5,1.0,0.2,620
1.5,1.0,0.30000000000000004,618
1.5,1.0,0.4,610
1.5,1.0,0.5,608
1.5,1.0,0.6000000000000001,607
1.5,1.0,0.7000000000000001,609
1.5,1.0,0.8,605
1.5,1.0,0.9,602
1.5,1.0,1.0,602
1.5,1.0,1.1,605
1.5,1.0,1.2000000000000002,602
1.5,1.0,1.3,601
1.5,1.0,1.4000000000000001,601
1.5,1.0,1.5,601
1.5,1.0,1.6,602
1.5,1.0,1.7000000000000002,600
1.5,1.0,1.8,601
1.5,1.0,1.9000000000000001,601
1.5,1.0,2.0,603
1.5,1.1,0.1,619
1.5,1.1,0.2,623
1.5,1.1,0.30000000000000004,616
1.5,1.1,0.4,611
1.5,1.1,0.5,611
1.5,1.1,0.6000000000000001,610
1.5,1.1,0.7000000000000001,608
1.5,1.1,0.8,607
1.5,1.1,0.9,607
1.5,1.1,1.0,604
1.5,1.1,1.1,604
1.5,1.1,1.2000000000000002,605
1.5,1.1,1.3,602
1.5,1.1,1.4000000000000001,604
1.5,1.1,1.5,608
1.5,1.1,1.6,603
1.5,1.1,1.7000000000000002,606
1.5,1.1,1.8,604
1.5,1.1,1.9000000000000001,604
1.5,1.1,2.0,602
1.5,1.2000000000000002,0.1,621
1.5,1.2000000000000002,0.2,624
1.5,1.2000000000000002,0.30000000000000004,620
1.5,1.2000000000000002,0.4,614
1.5,1.2000000000000002,0.5,610
1.5,1.2000000000000002,0.6000000000000001,609
1.5,1.2000000000000002,0.7000000000000001,608
1.5,1.2000000000000002,0.8,608
1.5,1.2000000000000002,0.9,608
1.5,1.2000000000000002,1.0,604
1.5,1.2000000000000002,1.1,607
1.5,1.2000000000000002,1.2000000000000002,604
1.5,1.2000000000000002,1.3,605
1.5,1.2000000000000002,1.4000000000000001,605
1.5,1.2000000000000002,1.5,605
1.5,1.2000000000000002,1.6,604
1.5,1.2000000000000002,1.7000000000000002,603
1.5,1.2000000000000002,1.8,606
1.5,1.2000000000000002,1.9000000000000001,604
1.5,1.2000000000000002,2.0,606
1.5,1.3,0.1,620
1.5,1.3,0.2,624
1.5,1.3,0.30000000000000004,621
1.5,1.3,0.4,618
1.5,1.3,0.5,615
1.5,1.3,0.6000000000000001,607
1.5,1.3,0.7000000000000001,607
1.5,1.3,0.8,606
1.5,1.3,0.9,607
1.5,1.3,1.0,606
1.5,1.3,1.1,606
1.5,1.3,1.2000000000000002,607
1.5,1.3,1.3,606
1.5,1.3,1.4000000000000001,609
1.5,1.3,1.5,607
1.5,1.3,1.6,605
1.5,1.3,1.7000000000000002,606
1.5,1.3,1.8,608
1.5,1.3,1.9000000000000001,609
1.5,1.3,2.0,607
1.5,1.4000000000000001,0.1,622
1.5,1.4000000000000001,0.2,626
1.5,1.4000000000000001,0.30000000000000004,620
1.5,1.4000000000000001,0.4,616
1.5,1.4000000000000001,0.5,612
1.5,1.4000000000000001,0.6000000000000001,611
1.5,1.4000000000000001,0.7000000000000001,610
1.5,1.4000000000000001,0.8,608
1.5,1.4000000000000001,0.9,607
1.5,1.4000000000000001,1.0,607
1.5,1.4000000000000001,1.1,608
1.5,1.4000000000000001,1.2000000000000002,607
1.5,1.4000000000000001,1.3,604
1.5,1.4000000000000001,1.4000000000000001,607
1.5,1.4000000000000001,1.5,607
1.5,1.4000000000000001,1.6,608
1.5,1.4000000000000001,1.7000000000000002,609
1.5,1.4000000000000001,1.8,609
1.5,1.4000000000000001,1.9000000000000001,611
1.5,1.4000000000000001,2.0,609
1.5,1.5,0.1,621
1.5,1.5,0.2,625
1.5,1.5,0.30000000000000004,619
1.5,1.5,0.4,620
1.5,1.5,0.5,612
1.5,1.5,0.6000000000000001,609
1.5,1.5,0.7000000000000001,609
1.5,1.5,0.8,607
1.5,1.5,0.9,607
1.5,1.5,1.0,609
1.5,1.5,1.1,606
1.5,1.5,1.2000000000000002,608
1.5,1.5,1.3,609
1.5,1.5,1.4000000000000001,606
1.5,1.5,1.5,607
1.5,1.5,1.6,609
1.5,1.5,1.7000000000000002,605
1.5,1.5,1.8,609
1.5,1.5,1.9000000000000001,610
1.5,1.5,2.0,609
1.5,1.6,0.1,623
1.5,1.6,0.2,624
1.5,1.6,0.30000000000000004,622
1.5,1.6,0.4,619
1.5,1.6,0.5,614
1.5,1.6,0.6000000000000001,612
1.5,1.6,0.7000000000000001,610
1.5,1.6,0.8,607
1.5,1.6,0.9,610
1.5,1.6,1.0,608
1.5,1.6,1.1,610
1.5,1.6,1.2000000000000002,609
1.5,1.6,1.3,611
1.5,1.6,1.4000000000000001,611
1.5,1.6,1.5,610
1.5,1.6,1.6,606
1.5,1.6,1.7000000000000002,609
1.5,1.6,1.8,610
1.5,1.6,1.9000000000000001,614
1.5,1.6,2.0,613
1.5,1.7000000000000002,0.1,623
1.5,1.7000000000000002,0.2,625
1.5,1.7000000000000002,0.30000000000000004,622
1.5,1.7000000000000002,0.4,623
1.5,1.7000000000000002,0.5,616
1.5,1.7000000000000002,0.6000000000000001,615
1.5,1.7000000000000002,0.7000000000000001,610
1.5,1.7000000000000002,0.8,611
1.5,1.7000000000000002,0.9,608
1.5,1.7000000000000002,1.0,609
1.5,1.7000000000000002,1.1,608
1.5,1.7000000000000002,1.2000000000000002,611
1.5,1.7000000000000002,1.3,610
1.5,1.7000000000000002,1.4000000000000001,610
1.5,1.7000000000000002,1.5,608
1.5,1.7000000000000002,1.6,613
1.5,1.7000000000000002,1.7000000000000002,612
1.5,1.7000000000000002,1.8,611
1.5,1.7000000000000002,1.9000000000000001,610
1.5,1.7000000000000002,2.0,615
1.5,1.8,0.1,622
1.5,1.8,0.2,626
1.5,1.8,0.30000000000000004,624
1.5,1.8,0.4,621
1.5,1.8,0.5,619
1.5,1.8,0.6000000000000001,616
1.5,1.8,0.7000000000000001,612
1.5,1.8,0.8,614
1.5,1.8,0.9,612
1.5,1.8,1.0,610
1.5,1.8,1.1,610
1.5,1.8,1.2000000000000002,612
1.5,1.8,1.3,611
1.5,1.8,1.4000000000000001,611
1.5,1.8,1.5,612
1.5,1.8,1.6,613
1.5,1.8,1.7000000000000002,615
1.5,1.8,1.8,613
1.5,1.8,1.9000000000000001,614
1.5,1.8,2.0,616
1.5,1.9000000000000001,0.1,623
1.5,1.9000000000000001,0.2,625
1.5,1.9000000000000001,0.30000000000000004,623
1.5,1.9000000000000001,0.4,623
1.5,1.9000000000000001,0.5,618
1.5,1.9000000000000001,0.6000000000000001,615
1.5,1.9000000000000001,0.7000000000000001,616
1.5,1.9000000000000001,0.8,612
1.5,1.9000000000000001,0.9,611
1.5,1.9000000000000001,1.0,612
1.5,1.9000000000000001,1.1,614
1.5,1.9000000000000001,1.2000000000000002,612
1.5,1.9000000000000001,1.3,612
1.5,1.9000000000000001,1.4000000000000001,610
1.5,1.9000000000000001,1.5,612
1.5,1.9000000000000001,1.6,611
1.5,1.9000000000000001,1.7000000000000002,613
1.5,1.9000000000000001,1.8,614
1.5,1.9000000000000001,1.9000000000000001,614
1.5,1.9000000000000001,2.0,616
1.5,2.0,0.1,625
1.5,2.0,0.2,628
1.5,2.0,0.30000000000000004,623
1.5,2.0,0.4,622
1.5,2.0,0.5,621
1.5,2.0,0.6000000000000001,616
1.5,2.0,0.7000000000000001,617
1.5,2.0,0.8,614
1.5,2.0,0.9,614
1.5,2.0,1.0,614
1.5,2.0,1.1,614
1.5,2.0,1.2000000000000002,612
1.5,2.0,1.3,611
1.5,2.0,1.4000000000000001,613
1.5,2.0,1.5,612
1.5,2.0,1.6,616
1.5,2.0,1.7000000000000002,613
1.5,2.0,1.8,617
1.5,2.0,1.9000000000000001,615
1.5,2.0,2.0,617
1.75,0.1,0.1,584
1.75,0.1,0.2,566
1.75,0.1,0.30000000000000004,557
1.75,0.1,0.4,549
1.75,0.1,0.5,548
1.75,0.1,0.6000000000000001,547
1.75,0.1,0.7000000000000001,547
1.75,0.1,0.8,548
1.75,0.1,0.9,547
1.75,0.1,1.0,547
1.75,0.1,1.1,548
1.75,0.1,1.2000000000000002,549
1.75,0.1,1.3,549
1.75,0.1,1.4000000000000001,549
1.75,0.1,1.5,548
1.75,0.1,1.6,547
1.75,0.1,1.7000000000000002,547
1.75,0.1,1.8,547
1.75,0.1,1.9000000000000001,547
1.75,0.1,2.0,547
1.75,0.2,0.1,600
1.75,0.2,0.2,580
1.75,0.2,0.30000000000000004,576
1.75,0.2,0.4,571
1.75,0.2,0.5,571
1.75,0.2,0.6000000000000001,570
1.75,0.2,0.7000000000000001,567
1.75,0.2,0.8,567
1.75,0.2,0.9,567
1.75,0.2,1.0,565
1.75,0.2,1.1,565
1.75,0.2,1.2000000000000002,566
1.75,0.2,1.3,566
1.75,0.2,1.4000000000000001,566
1.75,0.2,1.5,566
1.75,0.2,1.6,566
1.75,0.2,1.7000000000000002,565
1.75,0.2,1.8,566
1.75,0.2,1.9000000000000001,566
1.75,0.2,2.0,566
1.75,0.30000000000000004,0.1,611
1.75,0.30000000000000004,0.2,593
1.75,0.30000000000000004,0.30000000000000004,588
1.75,0.30000000000000004,0.4,580
1.75,0.30000000000000004,0.5,576
1.75,0.30000000000000004,0.6000000000000001,569
1.75,0.30000000000000004,0.7000000000000001,569
1.75,0.30000000000000004,0.8,568
1.75,0.30000000000000004,0.9,567
1.75,0.30000000000000004,1.0,565
1.75,0.30000000000000004,1.1,567
1.75,0.30000000000000004,1.2000000000000002,566
1.75,0.30000000000000004,1.3,566
1.75,0.30000000000000004,1.4000000000000001,566
1.75,0.30000000000000004,1.5,567
1.75,0.30000000000000004,1.6,566
1.75,0.30000000000000004,1.7000000000000002,566
1.75,0.30000000000000004,1.8,566
1.75,0.30000000000000004,1.9000000000000001,564
1.75,0.30000000000000004,2.0,567
1.75,0.4,0.1,615
1.75,0.4,0.2,598
1.75,0.4,0.30000000000000004,592
1.75,0.4,0.4,591
1.75,0.4,0.5,587
1.75,0.4,0.6000000000000001,583
1.75,0.4,0.7000000000000001,579
1.75,0.4,0.8,576
1.75,0.4,0.9,577
1.75,0.4,1.0,573
1.75,0.4,1.1,575
1.75,0.4,1.2000000000000002,573
1.75,0.4,1.3,572
1.75,0.4,1.4000000000000001,572
1.75,0.4,1.5,572
1.75,0.4,1.6,574
1.75,0.4,1.7000000000000002,574
1.75,0.4,1.8,570
1.75,0.4,1.9000000000000001,575
1.75,0.4,2.0,575
1.75,0.5,0.1,617
1.75,0.5,0.2,608
1.75,0.5,0.30000000000000004,601
1.75,0.5,0.4,597
1.75,0.5,0.5,592
1.75,0.5,0.6000000000000001,591
1.75,0.5,0.7000000000000001,591
1.75,0.5,0.8,589
1.75,0.5,0.9,586
1.75,0.5,1.0,584
1.75,0.5,1.1,584
1.75,0.5,1.2000000000000002,584
1.75,0.5,1.3,583
1.75,0.5,1.4000000000000001,582
1.75,0.5,1.5,582
1.75,0.5,1.6,579
1.75,0.5,1.7000000000000002,580
1.75,0.5,1.8,579
1.75,0.5,1.9000000000000001,580
1.75,0.5,2.0,579
1.75,0.6000000000000001,0.1,618
1.75,0.6000000000000001,0.2,615
1.75,0.6000000000000001,0.30000000000000004,604
1.75,0.6000000000000001,0.4,604
1.75,0.6000000000000001,0.5,599
1.75,0.6000000000000001,0.6000000000000001,598
1.75,0.6000000000000001,0.7000000000000001,597
1.75,0.6000000000000001,0.8,594
1.75,0.6000000000000001,0.9,594
1.75,0.6000000000000001,1.0,592
1.75,0.6000000000000001,1.1,593
1.75,0.6000000000000001,1.2000000000000002,588
1.75,0.6000000000000001,1.3,589
1.75,0.6000000000000001,1.4000000000000001,588
1.75,0.6000000000000001,1.5,587
1.75,0.6000000000000001,1.6,588
1.75,0.6000000000000001,1.7000000000000002,587
1.75,0.6000000000000001,1.8,585
1.75,0.6000000000000001,1.9000000000000001,584
1.75,0.6000000000000001,2.0,586
1.75,0.7000000000000001,0.1,619
1.75,0.7000000000000001,0.2,617
1.75,0.7000000000000001,0.30000000000000004,607
1.75,0.7000000000000001,0.4,606
1.75,0.7000000000000001,0.5,603
1.75,0.7000000000000001,0.6000000000000001,601
1.75,0.7000000000000001,0.7000000000000001,601
1.75,0.7000000000000001,0.8,598
1.75,0.7000000000000001,0.9,596
1.75,0.7000000000000001,1.0,596
1.75,0.7000000000000001,1.1,596
1.75,0.7000000000000001,1.2000000000000002,597
1.75,0.7000000000000001,1.3,596
1.75,0.7000000000000001,1.4000000000000001,592
1.75,0.7000000000000001,1.5,594
1.75,0.7000000000000001,1.6,591
1.75,0.7000000000000001,1.7000000000000002,592
1.75,0.7000000000000001,1.8,594
1.75,0.7000000000000001,1.9000000000000001,593
1.75,0.7000000000000001,2.0,593
1.75,0.8,0.1,620
1.75,0.8,0.2,617
1.75,0.8,0.30000000000000004,616
1.75,0.8,0.4,609
1.75,0.8,0.5,605
1.75,0.8,0.6000000000000001,604
1.75,0.8,0.7000000000000001,602
1.75,0.8,0.8,602
1.75,0.8,0.9,604
1.75,0.8,1.0,601
1.75,0.8,1.1,600
1.75,0.8,1.2000000000000002,599
